memberId,scoreKey,score
member-151,growth,1
member-151,expression,1
member-151,kind,2
member-151,talk,2
member-152,genre_gothic,2
member-152,genre_dark,1
member-152,face_cat,2
member-152,elegant,1
member-152,vocal,2
member-152,facial,2
member-152,expression,1
member-152,kind,2
member-152,talk,2
member-153,genre_denpa,2
member-153,genre_dark,1
member-153,face_squirrel,1
member-153,youthful,1
member-153,healing,1
member-153,stability,2
member-153,vocal,2
member-153,facial,1
member-153,kind,2
member-153,talk,2
member-154,genre_denpa,2
member-154,genre_dark,1
member-154,face_cat,2
member-154,cute,1
member-154,youthful,1
member-154,stability,1
member-154,growth,1
member-154,facial,2
member-154,kind,2
member-154,talk,2
member-155,genre_denpa,2
member-155,genre_dark,1
member-155,face_rabbit,2
member-155,cute,2
member-155,pure,2
member-155,idol_polished,2
member-155,facial,2
member-155,presence,2
member-155,kind,2
member-155,talk,2
member-156,genre_denpa,2
member-156,genre_dark,1
member-156,face_rabbit,2
member-156,pure,2
member-156,cool,1
member-156,facial,1
member-156,growth,1
member-156,presence,1
member-156,kind,2
member-156,talk,2
member-157,genre_orthodox,3
member-157,face_rabbit,2
member-157,cute,2
member-157,idol_polished,1
member-157,dance,2
member-157,energy,2
member-157,facial,1
member-157,cool,2
member-157,talk,2
member-158,genre_orthodox,2
member-158,genre_denpa,1
member-158,face_squirrel,1
member-158,cute,1
member-158,pure,2
member-158,youthful,1
member-158,facial,1
member-158,growth,2
member-158,kind,2
member-158,talk,2
member-159,genre_orthodox,2
member-159,genre_denpa,1
member-159,face_dog,1
member-159,youthful,2
member-159,cute,1
member-159,growth,2
member-159,facial,1
member-159,kind,2
member-159,talk,2
member-160,genre_orthodox,2
member-160,genre_denpa,1
member-160,face_cat,2
member-160,cool,1
member-160,pure,1
member-160,elegant,1
member-160,growth,2
member-160,vocal,1
member-160,kind,2
member-160,talk,2
member-161,genre_orthodox,3
member-161,face_cat,2
member-161,cute,1
member-161,pure,2
member-161,healing,1
member-161,growth,2
member-161,facial,1
member-161,kind,2
member-161,talk,2
member-162,genre_denpa,3
member-162,face_dog,2
member-162,pure,1
member-162,youthful,1
member-162,stability,1
member-162,expression,1
member-162,growth,1
member-162,kind,2
member-162,talk,2
member-163,genre_denpa,3
member-163,face_squirrel,1
member-163,cute,1
member-163,youthful,2
member-163,stability,1
member-163,energy,2
member-163,facial,1
member-163,kind,2
member-163,talk,2
member-164,genre_loud,2
member-164,genre_dark,1
member-164,face_squirrel,2
member-164,mysterious,1
member-164,cool,1
member-164,growth,2
member-164,facial,1
member-164,expression,1
member-164,kind,2
member-164,talk,2
member-165,genre_loud,2
member-165,genre_dark,1
member-165,face_squirrel,1
member-165,mysterious,2
member-165,cool,1
member-165,growth,1
member-165,facial,1
member-165,energy,1
member-165,kind,2
member-165,talk,2
member-166,genre_loud,2
member-166,genre_dark,1
member-166,face_cat,2
member-166,mysterious,1
member-166,cool,1
member-166,energy,2
member-166,facial,2
member-166,expression,1
member-166,kind,2
member-166,talk,2
member-167,genre_alt,3
member-167,face_squirrel,1
member-167,cute,1
member-167,pure,2
member-167,dance,1
member-167,facial,2
member-167,energy,2
member-167,kind,2
member-167,talk,2
member-168,genre_alt,3
member-168,face_cat,1
member-168,cute,1
member-168,youthful,1
member-168,vocal,2
member-168,facial,2
member-168,stability,1
member-168,kind,2
member-168,talk,2
member-169,genre_dark,2
member-169,genre_gothic,1
member-169,youthful,1
member-169,healing,2
member-169,vocal,1
member-169,stability,2
member-169,presence,1
member-169,kind,2
member-169,talk,2
member-169,face_dog,2
member-170,genre_dark,2
member-170,genre_gothic,1
member-170,face_cat,2
member-170,cool,2
member-170,mysterious,1
member-170,unique,1
member-170,growth,1
member-170,facial,1
member-170,kind,2
member-170,talk,2
member-171,genre_dark,2
member-171,genre_gothic,1
member-171,elegant,1
member-171,mysterious,1
member-171,expression,1
member-171,growth,2
member-171,facial,1
member-171,kind,2
member-171,talk,2
member-171,face_dog,2
member-172,genre_dark,2
member-172,genre_gothic,1
member-172,face_rabbit,2
member-172,cute,1
member-172,youthful,2
member-172,energy,1
member-172,facial,1
member-172,growth,2
member-172,kind,2
member-172,talk,2
member-173,genre_dark,2
member-173,genre_gothic,1
member-173,face_dog,1
member-173,unique,2
member-173,mysterious,2
member-173,cool,1
member-173,energy,2
member-173,expression,1
member-173,kind,2
member-173,talk,2
member-174,genre_loud,2
member-174,genre_cyber,1
member-174,sexy,2
member-174,pure,1
member-174,cute,2
member-174,growth,2
member-174,facial,1
member-174,kind,2
member-174,talk,2
member-174,face_dog,1
member-175,genre_loud,2
member-175,genre_cyber,1
member-175,face_squirrel,1
member-175,pure,1
member-175,cute,2
member-175,growth,2
member-175,facial,1
member-175,presence,1
member-175,kind,2
member-175,talk,2
member-176,genre_loud,2
member-176,genre_cyber,1
member-176,face_fox,1
member-176,elegant,2
member-176,stability,1
member-176,idol_kpop,1
member-176,growth,1
member-176,facial,2
member-176,kind,2
member-176,talk,2
member-177,genre_loud,2
member-177,genre_dark,1
member-177,face_squirrel,1
member-177,cute,1
member-177,youthful,2
member-177,dance,1
member-177,energy,1
member-177,expression,2
member-177,kind,2
member-177,talk,2
member-178,genre_loud,2
member-178,genre_dark,1
member-178,face_fox,1
member-178,cool,2
member-178,mysterious,1
member-178,dance,1
member-178,presence,2
member-178,expression,1
member-178,kind,2
member-178,talk,2
member-179,genre_loud,2
member-179,genre_dark,1
member-179,face_fox,1
member-179,cool,2
member-179,youthful,1
member-179,dance,2
member-179,expression,2
member-179,energy,1
member-179,kind,2
member-179,talk,2
member-180,genre_loud,2
member-180,genre_dark,1
member-180,face_rabbit,2
member-180,cute,1
member-180,healing,2
member-180,pure,1
member-180,vocal,2
member-180,energy,1
member-180,kind,2
member-180,talk,2
member-181,genre_orthodox,3
member-181,face_rabbit,1
member-181,sexy,2
member-181,pure,1
member-181,stability,1
member-181,facial,1
member-181,expression,2
member-181,kind,2
member-181,talk,2
member-182,genre_orthodox,2
member-182,genre_loud,1
member-182,sexy,1
member-182,elegant,1
member-182,energy,2
member-182,expression,2
member-182,vocal,1
member-182,kind,2
member-182,talk,2
member-183,genre_denpa,2
member-183,genre_orthodox,1
member-183,face_fox,1
member-183,elegant,1
member-183,cool,1
member-183,growth,2
member-183,facial,1
member-183,kind,2
member-183,talk,2
member-184,genre_denpa,2
member-184,genre_orthodox,1
member-184,face_cat,2
member-184,idol_polished,2
member-184,pure,1
member-184,cute,2
member-184,growth,2
member-184,presence,2
member-184,kind,2
member-184,talk,2
member-185,genre_denpa,2
member-185,genre_orthodox,1
member-185,youthful,2
member-185,healing,1
member-185,mysterious,1
member-185,expression,1
member-185,growth,1
member-185,kind,2
member-185,talk,2
member-185,face_dog,1
member-186,genre_denpa,2
member-186,genre_orthodox,1
member-186,face_dog,1
member-186,cool,1
member-186,mysterious,1
member-186,unique,2
member-186,growth,1
member-186,energy,2
member-186,kind,2
member-186,talk,2
member-187,genre_loud,2
member-187,genre_gothic,1
member-187,face_dog,1
member-187,sexy,2
member-187,youthful,1
member-187,energy,2
member-187,dance,1
member-187,vocal,2
member-187,kind,2
member-187,talk,2
member-188,genre_loud,3
member-188,face_squirrel,1
member-188,idol_polished,2
member-188,pure,2
member-188,vocal,2
member-188,facial,1
member-188,presence,2
member-188,kind,2
member-188,talk,2
member-189,genre_loud,3
member-189,face_fox,1
member-189,cool,1
member-189,mysterious,2
member-189,expression,2
member-189,dance,1
member-189,stability,1
member-189,kind,2
member-189,talk,2
member-190,genre_loud,3
member-190,face_dog,1
member-190,cute,1
member-190,healing,2
member-190,vocal,2
member-190,dance,2
member-190,expression,2
member-190,kind,2
member-190,talk,2
member-191,genre_loud,3
member-191,face_dog,2
member-191,cool,1
member-191,unique,2
member-191,vocal,3
member-191,expression,1
member-191,charisma,1
member-191,kind,2
member-191,talk,2
member-192,genre_orthodox,3
member-192,face_cat,2
member-192,cute,3
member-192,pure,2
member-192,idol_polished,3
member-192,growth,2
member-192,presence_cam,3
member-192,comfort,2
member-192,kind,2
